"title","level","service","category","description","id"
"Potential Persistence Via App Paths Default Property","high","","registry_set","Detects changes to the ""Default"" property for keys located in the \Software\Microsoft\Windows\CurrentVersion\App Paths\ registry. Which might be used as a method of persistence
The entries found under App Paths are used primarily for the following purposes.
First, to map an application's executable file name to that file's fully qualified path.
Second, to prepend information to the PATH environment variable on a per-application, per-process basis.
","addf4ebc-b3ab-c6ab-98ba-db37848a8ee2"
"Abusing Windows Telemetry For Persistence - Registry","high","","registry_set","Windows telemetry makes use of the binary CompatTelRunner.exe to run a variety of commands and perform the actual telemetry collections.
This binary was created to be easily extensible, and to that end, it relies on the registry to instruct on which commands to run.
The problem is, it will run any arbitrary command without restriction of location or type.
","7c470022-ced9-05c4-b9fc-5aff8e5f4dce"
"Autorun Keys Modification","medium","","registry_event","Detects modification of autostart extensibility point (ASEP) in registry.","b8939982-1774-1f45-f838-7bf9ac9be3c2"
"Potential Persistence Via COM Search Order Hijacking","medium","","registry_set","Detects potential COM object hijacking leveraging the COM Search Order","20f7b927-82bf-9d38-6573-0ed63831fdc5"
"SilentProcessExit Monitor Registration","high","","registry_set","Detects changes to the Registry in which a monitor program gets registered to monitor the exit of another process","9482abf0-5008-838f-0912-a85e0c7792a7"
"Sysinternals SDelete Registry Keys","medium","","registry_add","A General detection to trigger for the creation or modification of .*\Software\Sysinternals\SDelete registry keys. Indicators of the use of Sysinternals SDelete tool.","a08aa16a-ae4f-9e1e-7a2d-3ad02f750ff0"
"Disable Microsoft Office Security Features","high","","registry_set","Disable Microsoft Office Security Features by registry","d226853e-3dbf-ce71-60c1-5458858abbbc"
"User Account Hidden By Registry","high","","registry_set","Detect modification for a specific user to prevent that user from being listed on the logon screen","1b78376c-c1d2-a830-93b1-5dee98965490"
"Service Binary in Uncommon Folder","medium","","registry_set","Detect the creation of a service with a service binary located in a uncommon directory","f9252ab9-0f85-c10d-fd51-576b83182926"
"Office Security Settings Changed","high","","registry_set","Detects registry changes to Office macro settings. The TrustRecords contain information on executed macro-enabled documents. (see references)","ea79a782-319f-b5bd-9293-cab2134f5c43"
"Adwind RAT / JRAT - Registry","high","","registry_set","Detects javaw.exe in AppData folder as used by Adwind / JRAT","6c44673b-8c80-9ce9-718d-46f34b17ffcc"
"Potential Persistence Via COM Hijacking From Suspicious Locations","high","","registry_set","Detects potential COM object hijacking where the ""Server"" (In/Out) is pointing to a suspicious or unusual location.","79389718-9e14-e5e9-1cc7-2c027078bf22"
"Windows Defender Exclusion Deleted","medium","security","","Detects when a Windows Defender exclusion has been deleted. This could indicate an attacker trying to delete their tracks by removing the added exclusions
","7bd85790-c82a-56af-7127-f257e5ef6c6f"
"Scheduled Task Created - Registry","low","","registry_event","Detects the creation of a scheduled task via Registry keys.","c6cda933-68be-134e-fe2e-71ee945f0f69"
"Service Binary in User Controlled Folder","medium","","registry_set","Detects the setting of the ""ImagePath"" value of a service registry key to a path controlled by a non-administrator user such as ""\AppData\"" or ""\ProgramData\"".
Attackers often use such directories for staging purposes.
This rule might also trigger on badly written software, where if an attacker controls an auto starting service, they might achieve persistence or privilege escalation.
Note that while ProgramData is a user controlled folder, software might apply strict ACLs which makes them only accessible to admin users. Remove such folders via filters if you experience a lot of noise.
","f9252ab9-0f85-c10d-fd51-576b83182926"
"Microsoft Office Trusted Location Updated","medium","","registry_set","Detects changes to the registry keys related to ""Trusted Location"" of Microsoft Office. Attackers might add additional trusted locations to avoid macro security restrictions.","d4bfa0d5-6f83-cac0-c838-2d05d677611f"
"Shell Context Menu Command Tampering","low","","registry_set","Detects changes to shell context menu commands. Use this rule to hunt for potential anomalies and suspicious shell commands.","1ce6a719-c7b0-11e7-2b9f-37facf10d1d4"
"Registry Set With Crypto-Classes From The ""Cryptography"" PowerShell Namespace","medium","","registry_set","Detects the setting of a registry inside the ""\Shell\Open\Command"" value with PowerShell classes from the ""System.Security.Cryptography"" namespace.
The PowerShell namespace ""System.Security.Cryptography"" provides classes for on-the-fly encryption and decryption.
These can be used for example in decrypting malicious payload for defense evasion.
","aa71f12d-30c7-985b-9784-b26e948f0f5d"
"Command Executed Via Run Dialog Box - Registry","low","","registry_set","Detects execution of commands via the run dialog box on Windows by checking values of the ""RunMRU"" registry key.
This technique was seen being abused by threat actors to deceive users into pasting and executing malicious commands, often disguised as CAPTCHA verification steps.
","c4b8f7e9-f874-4e2b-4320-dd805a1bbf21"
"Potential COLDSTEEL RAT Windows User Creation","high","","registry_set","Detects creation of a new user profile with a specific username, seen being used by some variants of the COLDSTEEL RAT.","d1c9a56f-847c-149d-8e33-f2f0cc9d0780"
"Potential Encrypted Registry Blob Related To SNAKE Malware","medium","","registry_set","Detects the creation of a registry value in the "".wav\OpenWithProgIds"" key with an uncommon name. This could be related to SNAKE Malware as reported by CISA","2d1ec565-2a6e-eb8c-5e3e-454aa8a32614"
"SNAKE Malware Covert Store Registry Key","high","","registry_event","Detects any registry event that targets the key 'SECURITY\Policy\Secrets\n' which is a key related to SNAKE malware as described by CISA","58f3d2fb-ee2d-19e8-3792-abdf0eca4067"
"Outlook Task/Note Reminder Received","low","","registry_set","Detects changes to the registry values related to outlook that indicates that a reminder was triggered for a Note or Task item. This could be a sign of exploitation of CVE-2023-23397. Further investigation is required to determine the success of an exploitation.","d2c33d76-7b09-c3b4-a954-ffd2e0da3cc8"
"Diamond Sleet APT Scheduled Task Creation - Registry","high","","registry_event","Detects registry event related to the creation of a scheduled task used by Diamond Sleet APT during exploitation of Team City CVE-2023-42793 vulnerability
","0a08328e-c93e-0397-cb8e-61d93af17c09"
"Suspicious Set Value of MSDT in Registry (CVE-2022-30190)","medium","","registry_set","Detects set value ms-msdt MSProtocol URI scheme in Registry that could be an attempt to exploit CVE-2022-30190.","9754f622-65d5-8c9b-7762-f074e2d502ed"
"Potential Ursnif Malware Activity - Registry","high","","registry_add","Detects registry keys related to Ursnif malware.","4adab006-3d6b-cf15-fdcc-f081f50e87f5"
"OceanLotus Registry Activity","critical","","registry_event","Detects registry keys created in OceanLotus (also known as APT32) attacks","91264309-c919-28fd-5fff-f994208d1f34"
"OilRig APT Registry Persistence","critical","","registry_event","Detects OilRig registry persistence as reported by Nyotron in their March 2018 report","e3b2e8dd-18aa-f9bc-9af7-bc31d7717574"
"Small Sieve Malware Registry Persistence","high","","registry_set","Detects registry value with specific intentional typo and strings seen used by the Small Sieve malware","8376c984-b3da-370c-ff20-3c9c0dc9f18e"
"CVE-2021-31979 CVE-2021-33771 Exploits","critical","","registry_set","Detects patterns as noticed in exploitation of Windows CVE-2021-31979 CVE-2021-33771 vulnerability and DevilsTongue malware by threat group Sourgum","a4072638-9c3a-3307-e4f9-458edbb60efb"
"Potential Raspberry Robin Registry Set Internet Settings ZoneMap","low","","registry_set","Detects registry modifications related to the proxy configuration of the system, potentially associated with the Raspberry Robin malware, as seen in campaigns running in Q1 2024.
Raspberry Robin may alter proxy settings to circumvent security measures, ensuring unhindered connection with Command and Control servers for maintaining control over compromised systems if there are any proxy settings that are blocking connections.
","e46b4e96-6396-bb54-0d11-e1aada87c21e"
"Kapeka Backdoor Autorun Persistence","high","","registry_set","Detects the setting of a new value in the Autorun key that is used by the Kapeka backdoor for persistence.","4f676138-05ac-facf-8305-99c355044751"
"Kapeka Backdoor Configuration Persistence","medium","","registry_set","Detects registry set activity of a value called ""Seed"" stored in the ""\Cryptography\Providers\"" registry key.
The Kapeka backdoor leverages this location to register a new SIP provider for backdoor configuration persistence.
","48e70678-2188-d6d9-11d7-598823558254"
"Potential KamiKakaBot Activity - Winlogon Shell Persistence","high","","registry_set","Detects changes to the ""Winlogon"" registry key where a process will set the value of the ""Shell"" to a value that was observed being used by KamiKakaBot samples in order to achieve persistence.
","396c509f-60dd-659f-6cd4-7e6e45322d5e"
"Forest Blizzard APT - Custom Protocol Handler DLL Registry Set","high","","registry_set","Detects the setting of the DLL that handles the custom protocol handler.
Seen being created by Forest Blizzard APT as reported by MSFT.
","30840c08-9ef9-b60c-581d-256b0a2f8041"
"Forest Blizzard APT - Custom Protocol Handler Creation","high","","registry_set","Detects the setting of a custom protocol handler with the name ""rogue"".
Seen being created by Forest Blizzard APT as reported by MSFT.
","b08e9928-878e-3e97-524a-036710d6f3f9"
"FlowCloud Registry Markers","critical","","registry_event","Detects FlowCloud malware registry markers from threat group TA410.
The malware stores its configuration in the registry alongside drivers utilized by the malware's keylogger components.
","0b8e16f0-ba71-e4bd-3716-69afe0091614"
"CVE-2020-1048 Exploitation Attempt - Suspicious New Printer Ports - Registry","high","","registry_set","Detects changes to the ""Ports"" registry key with data that includes a Windows path or a file with a suspicious extension.
This could be an attempt to exploit CVE-2020-1048 - a Windows Print Spooler elevation of privilege vulnerability.
","630f16a8-0e53-642e-ff10-1e8fdeb631b8"
"Leviathan Registry Key Activity","critical","","registry_event","Detects registry key used by Leviathan APT in Malaysian focused campaign","09b9f622-28c3-d403-0447-f3858c57995e"
"Enabled User Right in AD to Control User Objects","high","security","","Detects scenario where if a user is assigned the SeEnableDelegationPrivilege right in Active Directory it would allow control of other AD user objects.","eaafcd7e-3303-38d1-9cff-fcfbae177f4d"
"SCM Database Privileged Operation","medium","security","","Detects non-system users performing privileged operation os the SCM database","ec9c7ea2-54d7-3a55-caa8-4741f099505a"
"Lateral Movement Indicator ConDrv","low","security","","This event was observed on the target host during lateral movement. The process name within the event contains the process spawned post compromise. Account Name within the event contains the compromised user account name. This event should to be correlated with 4624 and 4688 for further intrusion context.","6683ccd7-da7a-b988-1683-7f7a1bf72bf6"
"Possible Hidden Service Created","medium","security","","User requested to modify the Dynamic Access Control (DAC) permissions of a service, possibly to hide it from view.","15db3cc7-30bd-47a0-bd75-66208ce8e3fe"
