"Rule title","level","id (hayabusa_rule)"
"Findstr GPP Passwords","high","8a9278f4-40c8-30f3-c1ab-7dc224491477"
"Potential Execution of Sysinternals Tools","low","a42438c9-7c08-7a7e-2791-43440efb6047"
"Suspicious Process Start Locations","medium","1e2a7e53-8c4f-8c72-f7cc-26dca620d1c8"
"Suspicious Obfuscated PowerShell Code","high","90b43135-d789-00ee-977c-ed235554c372"
"Data Copied To Clipboard Via Clip.EXE","low","aa1b5f1a-0f18-adfb-7274-ca82c7711c36"
"Suspicious IIS URL GlobalRules Rewrite Via AppCmd","medium","82956673-bd55-9f29-96a4-e5bdd4083071"
"MMC Spawning Windows Shell","high","cf0e4cea-8b93-73a0-c4f6-1d496da38fea"
"Arbitrary File Download Via MSOHTMED.EXE","medium","cee773e9-972f-17a6-5cec-90899c703f16"
"Compressed File Creation Via Tar.EXE","low","eae2fe25-e367-9c8d-111c-fe4507f8e1be"
"DNS Exfiltration and Tunneling Tools Execution","high","e44a6a45-107b-0cdb-3b8a-61b2e33d55d7"
"Potential Ransomware or Unauthorized MBR Tampering Via Bcdedit.EXE","medium","d6747b91-0f0d-b0e6-e128-10f8dd2feb2e"
"HackTool - Mimikatz Execution","high","b0b6f0e2-8ed1-fa15-6ebb-cf992c0fd7ea"
"Launch-VsDevShell.PS1 Proxy Execution","medium","ba78b609-b5f0-41e2-1081-e3424cdfe02d"
"Potential Remote Desktop Tunneling","medium","32f1537a-1af8-ef18-4ff0-71b68b6b84ec"
"Uncommon One Time Only Scheduled Task At 00:00","high","476ef906-3f50-4b93-19a2-cf02ea63f392"
"Schtasks Creation Or Modification With SYSTEM Privileges","high","627c728d-1a1a-0871-ead7-d1537f0a152b"
"Suspicious Driver Install by pnputil.exe","medium","a4547750-0b4d-019c-4808-0da01680cddb"
"REGISTER_APP.VBS Proxy Execution","medium","7a6b455d-a8d7-2cba-6d4e-05d8c6c9278c"
"Ie4uinit Lolbin Use From Invalid Path","medium","a296b8da-2f61-8a80-7fa6-f2063c0b5969"
"AddinUtil.EXE Execution From Uncommon Directory","medium","b229510a-6249-effe-47a7-1453bddf03a7"
"Potential Reconnaissance For Cached Credentials Via Cmdkey.EXE","high","e1b669ee-98b7-25ba-818f-8198fdb19b0d"
"Potential PowerShell Downgrade Attack","medium","1704d7d3-0c6c-8a4d-b02a-55dd951e5f61"
"File Download via CertOC.EXE","medium","ae801fc7-f16f-247e-f3da-918f64136e9d"
"Netsh Allow Group Policy on Microsoft Defender Firewall","medium","57fc2f43-fec9-1e23-2c1e-a5bddad94af2"
"Usage Of Web Request Commands And Cmdlets","medium","96951861-e068-11a1-bdd8-1fdc951102b8"
"Remote Access Tool - Simple Help Execution","medium","2b62781d-0af4-f828-f915-7b0039020526"
"Potential Tampering With RDP Related Registry Keys Via Reg.EXE","high","a4c2d962-184c-6b0f-6155-edee8fac04c8"
"Scheduled Task Executing Encoded Payload from Registry","high","905bbb47-6ae3-1ee8-e0d8-092361cf61e7"
"Service Security Descriptor Tampering Via Sc.EXE","medium","6cbe870d-ed2f-e585-6d9e-201323d379a7"
"Detect Virtualbox Driver Installation OR Starting Of VMs","low","53138fa3-42f4-bab3-4939-cdc55f014842"
"Potentially Suspicious Command Targeting Teams Sensitive Files","medium","d1521b48-cb82-dd9a-0d90-4e3a69b29fb2"
"Process Memory Dump Via Comsvcs.DLL","high","fbee28d8-8e92-176d-b6bc-0532d9a98eac"
"HackTool - Htran/NATBypass Execution","high","5fc3dbcc-6777-a314-9939-6cb33e4afe74"
"HackTool - UACMe Akagi Execution","high","b23c27a3-ce02-1abb-0aa3-f1376bd9d0bd"
"Firewall Rule Deleted Via Netsh.EXE","medium","f4b9cf98-c3c6-4a42-a20e-6728d79f8fec"
"PowerShell SAM Copy","high","5400e5cd-e82b-a457-8209-7ea3515c05e4"
"Bad Opsec Defaults Sacrificial Processes With Improper Arguments","high","79657164-232b-d42a-7eab-1d9b88196e7a"
"Suspicious NTLM Authentication on the Printer Spooler Service","high","7fd1971c-8117-58b7-9bfd-d42cda435945"
"Suspicious RunAs-Like Flag Combination","medium","775ae677-184d-c90f-016f-f337fd79aa75"
"Potential Persistence Via Microsoft Compatibility Appraiser","medium","c2a0770d-11ab-758f-a9ed-de4bbee89af7"
"Suspicious Windows Defender Registry Key Tampering Via Reg.EXE","high","0e292cea-6680-a95e-46e2-4b938a65597e"
"Always Install Elevated MSI Spawned Cmd And Powershell","medium","3679f255-d90a-49da-389c-bb16db65853c"
"File Explorer Folder Opened Using Explorer Folder Shortcut Via Shell","high","0c504797-106a-bd3f-6172-cebfb63391b1"
"Suspicious Process Execution From Fake Recycle.Bin Folder","high","101d5724-f172-6946-1713-7b535e7c5af9"
"Writing Of Malicious Files To The Fonts Folder","medium","ed8f1915-a7b9-2b25-cfbe-702f1a275a5d"
"Process Access via TrolleyExpress Exclusion","high","06305885-4321-1104-1a1d-5f6dcddf76af"
"Suspicious Mstsc.EXE Execution With Local RDP File","high","b881e130-b2f3-59a2-f31f-1ab4f003c199"
"Use of Remote.exe","medium","b68cfad0-0e22-e824-aed8-8c1c3d1accdc"
"PsExec Service Execution","medium","063b6d5e-3f4e-c3a0-f506-0f8296b9eec4"
"New Network Trace Capture Started Via Netsh.EXE","medium","8750a67b-7c72-11af-21f3-3e37ed642ab4"
"Suspicious Reg Add Open Command","medium","bfa46528-db30-f4b6-d9b2-afca48a92538"
"PsExec/PAExec Escalation to LOCAL SYSTEM","high","24194c4a-9136-8ccc-cb24-c32ee6a83d2f"
"Net WebClient Casing Anomalies","high","7d6acc1b-aef6-8fb8-8b37-50e258273f6a"
"Potential PowerShell Command Line Obfuscation","high","8f07f78d-22f4-9cc9-b3fb-8d8c7b056395"
"Uncommon Userinit Child Process","high","8d2051ab-4ac8-617f-7be7-3a2c8e1a8aa8"
"Security Privileges Enumeration Via Whoami.EXE","high","95c13570-33d5-adaa-36e9-f489d326fd40"
"Potentially Suspicious CMD Shell Output Redirect","medium","9ea6664e-70c1-5f36-42c2-1fdb75330fb7"
"Sysinternals PsSuspend Execution","medium","c4cc0668-2b35-4884-9119-8a558a544a6d"
"Hardware Model Reconnaissance Via Wmic.EXE","medium","ac40503f-520c-79c6-d0e8-3a32c8cec7eb"
"Potential Fake Instance Of Hxtsr.EXE Executed","medium","3135cfd1-5a2f-468b-9cf2-fbf03902985f"
"Fsutil Suspicious Invocation","high","8b3afca9-f927-14ee-58f5-238c5f845d71"
"Active Directory Structure Export Via Ldifde.EXE","medium","49fe14e0-e6d2-95cc-58a2-431e7dd03cf5"
"PUA - Adidnsdump Execution","low","e88b49c4-9d10-2b2d-da20-8934c2de27db"
"Suspicious Process Created Via Wmic.EXE","high","3a1e9d54-cfc2-0052-abc5-2271eee0dd8c"
"Winrar Compressing Dump Files","medium","4c7b96eb-1897-7935-762d-58700203bb94"
"Potential Windows Defender AV Bypass Via Dump64.EXE Rename","high","183b6ab0-741c-5a2c-a72d-660f201d5710"
"PUA - NimScan Execution","medium","e922cc27-53d4-6ba7-9673-6c91fc2bc3ca"
"Windows Credential Manager Access via VaultCmd","medium","af00bb3c-d23f-1210-525a-d8eaf94dd907"
"Ruby Inline Command Execution","medium","602c5e30-f2c0-b275-aab7-2e95c70b2883"
"Add SafeBoot Keys Via Reg Utility","high","e51a363c-2979-56e7-4526-c49be62e6062"
"LOL-Binary Copied From System Directory","high","8578ef59-9a77-e58f-416e-a109c066b60e"
"UAC Bypass WSReset","high","f5d5ba97-4424-eaa9-ead1-528529dbee28"
"Potentially Suspicious Rundll32.EXE Execution of UDL File","medium","13ca85ff-edb5-1f6f-fc72-7387eced96e9"
"Suspicious Network Command","low","b37bf4b0-3cd7-a1dd-ca56-4af874660093"
"Potential Signing Bypass Via Windows Developer Features","high","a56ae12f-67c8-f625-2279-f5290ba86fa9"
"System Network Connections Discovery Via Net.EXE","low","5e078b34-047a-505f-5c16-344bc38300ff"
"MSExchange Transport Agent Installation","medium","5bc86f64-e263-f14b-6525-bacad0b088ad"
"Suspicious SYSVOL Domain Group Policy Access","medium","9eaaf7c3-c142-31ba-f615-52ed6de31344"
"New DNS ServerLevelPluginDll Installed Via Dnscmd.EXE","high","125653c0-b2ab-c23a-d7aa-6a45f2add313"
"Sysmon Configuration Update","medium","055ae5db-808f-a1cc-57ac-99f0fadbab7f"
"Suspicious Kernel Dump Using Dtrace","high","6b74eb79-fb17-b0d5-5a82-d54803b88ead"
"SQLite Chromium Profile Data DB Access","high","457a72af-e7d7-48c0-0f9f-cd793a1a2584"
"HackTool - WinPwn Execution","high","e644857f-3d08-b5e8-61be-9e01a3706716"
"Invoke-Obfuscation COMPRESS OBFUSCATION","medium","f52ac08e-65ef-a059-20d3-1eca726c6659"
"File Download From Browser Process Via Inline URL","medium","96fd693f-cd31-d232-84e6-212a9dd1c530"
"Potential ShellDispatch.DLL Functionality Abuse","medium","589134cd-5a71-4868-1ad1-623db28a1d75"
"Execute Pcwrun.EXE To Leverage Follina","high","c94695cb-a047-b9fd-ad81-7c51224d6fd0"
"Potentially Suspicious Usage Of Qemu","medium","ecd9d96b-cb0c-0ae0-cdc4-1614f22b8e06"
"Suspicious Persistence Via VMwareToolBoxCmd.EXE VM State Change Script","high","2f54a1b2-dad9-be0e-bdd0-a299137396ac"
"Stop Windows Service Via Sc.EXE","low","115267f9-0227-94b2-f6ef-56939bd2c693"
"PowerShell Base64 Encoded IEX Cmdlet","high","e53219c7-ae63-0b28-f372-3dc6d8b00829"
"HackTool - KrbRelay Execution","high","e9360920-9296-fc5f-1231-e443387e7381"
"Suspicious Control Panel DLL Load","high","1f5db239-6608-ab63-3f89-95375c7872fc"
"XBAP Execution From Uncommon Locations Via PresentationHost.EXE","medium","7466d932-270d-a4c2-5851-05e1557ee730"
"PUA - NPS Tunneling Tool Execution","high","f096d3e4-a0dc-1035-8028-34c72c5504c6"
"Application Terminated Via Wmic.EXE","medium","aed91788-6fab-61d2-104a-3a1ea483f8fd"
"Compress Data and Lock With Password for Exfiltration With 7-ZIP","medium","b6a72c86-b6bb-0d2a-1470-ab688583f615"
"HackTool - DInjector PowerShell Cradle Execution","critical","9b584978-0d93-f10c-988d-ff3657f59e09"
"Suspicious Rundll32 Activity Invoking Sys File","high","9d6f9951-dc6f-66b5-290e-ff79c75550f6"
"Execute Code with Pester.bat as Parent","medium","389f8439-d42b-53a1-cb96-9387255a319f"
"Remote Access Tool - AnyDesk Piped Password Via CLI","medium","ae6951e9-b0dd-cdaa-48f1-9c0ec91d0faf"
"Dropping Of Password Filter DLL","medium","77303e46-58e3-05a8-24a1-2274aa37201c"
"PUA - Crassus Execution","high","9fac7dce-b844-3db0-da6c-98df4b015954"
"Rundll32 UNC Path Execution","high","6b7e9ce2-c343-23e5-2bf3-223f82753b6f"
"Modify Group Policy Settings","medium","e768da19-d0fa-86b7-d2c1-93535bdac05e"
"Arbitrary File Download Via ConfigSecurityPolicy.EXE","medium","956a39b3-a319-4b78-6305-a216732d379e"
"Copy .DMP/.DUMP Files From Remote Share Via Cmd.EXE","high","8356394a-a08b-72f9-f2f5-217abc6c1976"
"HackTool - Bloodhound/Sharphound Execution","high","37366c60-8aea-e3e5-bae7-3c24e54f629b"
"Scheduled Task Executing Payload from Registry","medium","bde2aa8e-57e6-7c83-466b-dfdcf1a7de29"
"Potential Persistence Via VMwareToolBoxCmd.EXE VM State Change Script","medium","3223b8fb-0180-c340-24b5-fc4699287906"
"PowerShell Web Download","medium","0b1811c8-8c1e-c6bb-1af2-2fe3b42a6b56"
"Network Reconnaissance Activity","high","cf674881-75bf-1708-a3d3-daf22e485a07"
"Outlook EnableUnsafeClientMailRules Setting Enabled","high","d9d5da14-1719-381f-170e-e347318f764f"
"HackTool - SharpView Execution","high","1f76708c-e9a2-3032-ae39-9025038a90c4"
"Potential Privilege Escalation Using Symlink Between Osk and Cmd","high","3644cb9d-2e13-2dcc-497a-9eb0710ac9b8"
"DLL Execution via Rasautou.exe","medium","16277ba9-49fc-5f62-bf22-e5c2952e32ea"
"HackTool - SharpDPAPI Execution","high","e653c5ce-5d53-8f18-097d-affbeeb0425a"
"Process Execution From A Potentially Suspicious Folder","high","a9dad077-e2f9-a739-8ac0-eb0e6dcbdebb"
"Suspicious Process Patterns NTDS.DIT Exfil","high","1fb003fd-3505-dd3d-39c9-067a836b7257"
"AspNetCompiler Execution","medium","e20075e6-6784-9276-2205-4f452684a4cc"
"PUA - Netcat Suspicious Execution","high","f483b0b8-2606-8691-2edb-5c64c3a7347e"
"Renamed CreateDump Utility Execution","high","b206cc55-bd72-1034-393c-cb8b9e643aa0"
"Arbitrary MSI Download Via Devinit.EXE","medium","39bd9b2b-7c43-e7a8-e882-3de14365ae19"
"Python Function Execution Security Warning Disabled In Excel","high","6ed0a1fe-48ad-ebd5-4596-bd6f5005bbe0"
"Suspicious Service Binary Directory","high","4083d5ce-5bfd-6eca-7ad7-6ab633bbc01f"
"Security Service Disabled Via Reg.EXE","high","8ba4f215-e4a8-8858-ae46-4785a18094c6"
"Rar Usage with Password and Compression Level","high","b0fec5a0-3b3f-9e6c-b5b1-bdabd28f18ee"
"Suspicious Processes Spawned by WinRM","high","7d84c2d9-4528-bdae-4cc2-945948102cbd"
"Non-privileged Usage of Reg or Powershell","high","91dc62f7-9e6b-59c0-27d2-ccac03bed57c"
"Suspicious MSHTA Child Process","high","49fcee15-4a91-2599-357b-6a1abe3d7cf4"
"Potential Privilege Escalation To LOCAL SYSTEM","high","5ced154c-67dd-89a9-5337-0da89bcd4cdc"
"Potential DLL Injection Via AccCheckConsole","medium","db8f163e-5399-d993-524b-d1c4ad63c442"
"Suspicious Regsvr32 Execution From Remote Share","high","5b838545-abaf-44b0-643d-b363389ecb5e"
"Regsvr32 DLL Execution With Uncommon Extension","medium","0931c657-0f5b-cc80-ce24-bb4f81b15b02"
"Mavinject Inject DLL Into Running Process","high","f477a622-8a8a-8528-fd42-9362defe645e"
"File Download Via InstallUtil.EXE","medium","fb0cc82e-63f9-6098-cd32-7f78429aeb7a"
"Windows Shell/Scripting Processes Spawning Suspicious Programs","high","b9675cf5-52dc-a941-e484-247f3640e055"
"PUA - WebBrowserPassView Execution","medium","fbf11b3a-b52f-1a2a-a481-d059609954fa"
"Copying Sensitive Files with Credential Data","high","1c39c2aa-7a13-2826-f8c5-48a453dfd562"
"Delete All Scheduled Tasks","high","35f42a49-bad0-2ba7-87b0-62e78681838e"
"Uncommon Child Processes Of SndVol.exe","medium","bb3d59c6-7ec7-685a-4ae1-f39045534f39"
"HackTool - SharpUp PrivEsc Tool Execution","critical","9a8e6f2d-2a56-788b-343a-a50584a15079"
"MSHTA Suspicious Execution 01","high","a641f121-9379-33a5-1c52-cda13641658a"
"HackTool - SharpEvtMute Execution","high","d8a821b1-813e-ed4c-5b7d-a4bf59182a64"
"Potential Recon Activity Using DriverQuery.EXE","high","36d25ea3-c267-467d-2607-8791f67b7e4e"
"Lolbin Runexehelper Use As Proxy","medium","b77adf00-db71-5767-769e-2ba7c942d820"
"Monitoring For Persistence Via BITS","medium","b6abae48-2937-b8aa-70ef-ae27212059c5"
"Suspicious XOR Encoded PowerShell Command","medium","45f32609-3f8a-58cd-cf4b-13e480be32b3"
"Suspicious FromBase64String Usage On Gzip Archive - Process Creation","medium","d4107fed-b19a-c873-993e-db24e6528e9f"
"PUA - PingCastle Execution From Potentially Suspicious Parent","high","ac70393b-10a3-1934-e063-2bff18e8a37c"
"System File Execution Location Anomaly","high","dff28edb-8cbf-0aa6-a92e-123f013ce755"
"Suspicious Diantz Download and Compress Into a CAB File","medium","4657b559-a0fa-d23b-e35c-9cde37b20f8c"
"Arbitrary Binary Execution Using GUP Utility","medium","3d30b2bb-135f-d972-364f-9e41f8aa609b"
"Potential SysInternals ProcDump Evasion","high","61427f33-35de-ec51-6afd-e44b8ccf9023"
"Tap Installer Execution","medium","9bce1ab7-f1d3-6e4c-e5ae-6cdb2b974218"
"Sticky Key Like Backdoor Execution","critical","0a237495-b305-87bb-8e26-417ba98a4546"
"Run PowerShell Script from ADS","high","d6a5fc1c-e0e9-bcc2-daed-22823802b707"
"Suspicious Recursive Takeown","medium","04ee126c-89e1-9dfa-1863-5f42fde61c35"
"SyncAppvPublishingServer VBS Execute Arbitrary PowerShell Code","medium","3acb1e73-2bdc-efdf-3865-3967cf6ce445"
"Suspicious Splwow64 Without Params","high","a3eb659a-2a75-984c-1dd1-a034449b5d3a"
"File Recovery From Backup Via Wbadmin.EXE","medium","5202675a-41e6-e644-d9e9-47e5f945d40a"
"Tor Client/Browser Execution","high","ef92722b-fb96-33d7-d77b-f6770ac84d0f"
"Binary Proxy Execution Via Dotnet-Trace.EXE","medium","47beff1b-e312-3476-6c22-0805b517fa1f"
"Suspicious Invoke-WebRequest Execution With DirectIP","medium","b3de6fc6-2aa5-32aa-2172-7e989f524bb1"
"Firewall Disabled via Netsh.EXE","medium","228eaacb-c113-c297-5804-6247ce9a2393"
"UAC Bypass Using Windows Media Player - Process","high","3ff6fb4d-1767-844e-dbf0-3bfa8dd55d56"
"Sysmon Driver Unloaded Via Fltmc.EXE","high","3412c13e-f0d6-c967-da33-0c43c8817356"
"DirLister Execution","low","767261e0-460c-37f0-aadd-2d3d361db835"
"Suspicious Windows Update Agent Empty Cmdline","high","af3979fb-2ecb-3ae6-3f48-ca04d867be13"
"Potential Suspicious Registry File Imported Via Reg.EXE","medium","7ebc545f-8b8d-1d34-7a2e-99467ab1008d"
"Arbitrary DLL or Csproj Code Execution Via Dotnet.EXE","medium","7fe031ee-5c6c-0eea-fe28-fb72cbbe1aed"
"New ActiveScriptEventConsumer Created Via Wmic.EXE","high","a23f9412-323f-fd1c-1c72-ac38fdedc079"
"Windows Processes Suspicious Parent Directory","low","cf1c2cd4-ba84-1a2d-fdbf-f970eacc2ed9"
"Suspicious MSDT Parent Process","high","27bbbc51-2674-7c64-0d12-3844deb6cb4b"
"Suspicious Microsoft OneNote Child Process","high","b38e988d-9ea4-447b-cc36-a30c9c3801e1"
"Arbitrary File Download Via MSEDGE_PROXY.EXE","medium","d6d1a63b-5f0f-795e-fe18-4c2e1784568d"
"Cscript/Wscript Potentially Suspicious Child Process","medium","70fe889c-0d1e-71e8-542d-a7ca05a0fef6"
"Potential Commandline Obfuscation Using Escape Characters","medium","77f78d0c-79a5-d749-2130-9bea40bef10a"
"File Download And Execution Via IEExec.EXE","high","b7adfc19-5e32-e2d7-a70c-a28e9a844564"
"PUA - PingCastle Execution","medium","0c6e9a79-2e34-53ee-92c8-a3b0e05011d0"
"Use Icacls to Hide File to Everyone","medium","737bbf5e-7b83-3600-ebcc-76fd8f9c65ef"
"HackTool - Hashcat Password Cracker Execution","high","b2376187-e8e7-aeeb-fb7e-7636ad9dadc9"
"HackTool - Jlaive In-Memory Assembly Execution","medium","39720fd3-7163-2a97-3e2d-287a6b761820"
"Suspicious WMIC Execution Via Office Process","high","0e524b9d-1e47-2065-5827-2b8d0125307c"
"Microsoft IIS Service Account Password Dumped","high","892fa867-a4bc-7858-dc5f-0f959244b3ca"
"Fsutil Behavior Set SymlinkEvaluation","medium","7e75fbd5-4501-e7c8-deb1-b24ea8448793"
"WMIC Remote Command Execution","medium","55f4543b-1bd2-73c3-dbda-2fed3f373efa"
"Invocation of Active Directory Diagnostic Tool (ntdsutil.exe)","medium","4b8e07ad-57d3-608d-6f9e-31047dfeb0de"
"UAC Bypass Using DismHost","high","2c256f43-053a-3f93-b183-27b3a5d312ed"
"Proxy Execution Via Wuauclt.EXE","high","7badcd39-a428-768b-6bd0-e5db3b7fa90e"
"Uncommon Child Process Of Appvlp.EXE","medium","3b38d2cf-7ccd-53a3-5491-424880982502"
"New Port Forwarding Rule Added Via Netsh.EXE","medium","cfe8471d-2e7f-9e55-aa92-3b117789d6a6"
"Files Added To An Archive Using Rar.EXE","low","4033fb39-b0df-89aa-584b-12d73c5e5bd6"
"PUA - RunXCmd Execution","high","c9c7afb7-56ad-a3b2-ad8a-727beaa81d41"
"HackTool - Certipy Execution","high","efdfbdd6-7e24-de87-fab4-a6218c8d0740"
"Obfuscated IP Download Activity","medium","e0a1f78a-c161-fbe3-4ec6-e151177ec4f1"
"Suspicious VBoxDrvInst.exe Parameters","medium","512d7248-20c4-a7bb-650b-19b15c46e2a2"
"Potentially Suspicious GoogleUpdate Child Process","high","54947316-2baa-1515-3a10-8569020a445a"
"Python Spawning Pretty TTY on Windows","high","4e16e266-e27d-ab29-fd78-e04352a8aee7"
"HackTool - Sliver C2 Implant Activity Pattern","critical","55fe02b2-c0a4-cac3-dc5e-e79d58f78620"
"Suspicious Provlaunch.EXE Child Process","high","325e649b-61c6-7c91-88ba-f2873675b355"
"HackTool - Stracciatella Execution","high","a9d391c2-0efd-3d38-0c33-49f93ab68df6"
"UAC Bypass Tools Using ComputerDefaults","high","f8836306-dba7-b71c-033f-6a42b39ae975"
"Add New Download Source To Winget","medium","d8e1c729-6e00-4d1f-0af5-f58bd233d23a"
"Potential Mftrace.EXE Abuse","medium","62ff6ff0-2ab6-4498-2d8a-7aaf4d8bdbb1"
"Suspicious Child Process Of Wermgr.EXE","high","65769ded-2258-284c-b61d-e79567f5efc0"
"DumpMinitool Execution","medium","7fba96c8-5c12-aafa-9f68-5c0c7fd6e592"
"Use of VisualUiaVerifyNative.exe","medium","2116c0b4-e272-0fc0-40da-107d4cbaa911"
"Potential DLL Sideloading Via DeviceEnroller.EXE","medium","bec3410f-d2b7-364a-dc0a-bef9eda222a0"
"LSA PPL Protection Disabled Via Reg.EXE","high","a6a22651-ffaa-7713-8313-46ce8a85ad64"
"Potential Manage-bde.wsf Abuse To Proxy Execution","high","35e14148-f5cd-9d4d-90bb-e63d555a1a02"
"Uncommon Child Process Of Defaultpack.EXE","medium","91d53283-959d-c486-79b7-288d5aa3be9c"
"Potential DLL Injection Or Execution Using Tracker.exe","medium","8f82ce6b-dc46-1b1e-3024-baa24253e735"
"Shadow Copies Creation Using Operating Systems Utilities","medium","1f2eb669-e0a1-6d98-cf43-82b1f083fb23"
"PUA - Process Hacker Execution","medium","ac2323f5-a7b6-baa6-4cb6-1df6089d834d"
"Interesting Service Enumeration Via Sc.EXE","low","75a50ccd-ba64-66cd-de19-003e2f044761"
"Suspicious Usage Of ShellExec_RunDLL","high","915fc7ae-b034-c5e8-9b05-e19566db49fb"
"Suspicious Vsls-Agent Command With AgentExtensionPath Load","medium","6b169ef1-e760-a417-0794-dc36e56ea984"
"HackTool - HandleKatz LSASS Dumper Execution","high","e9ec99cd-f425-c533-3e51-bf39335dbe29"
"Suspicious File Download From IP Via Wget.EXE","high","bb4392f4-17a5-e69c-88cd-53551c758da9"
"Suspicious Msbuild Execution By Uncommon Parent Process","medium","1a4e84c2-b143-1ac5-61c9-00faf74cb62a"
"Potentially Suspicious EventLog Recon Activity Using Log Query Utilities","medium","c833260b-e625-9fc5-e600-302e176fb76e"
"Potentially Suspicious Rundll32 Activity","medium","756c6a71-c6c7-f447-b851-823221c5d2fc"
"Nltest.EXE Execution","low","b5e72364-d1d6-72a1-ec13-abf98d0aaa74"
"Chromium Browser Headless Execution To Mockbin Like Site","high","7799eb33-05b6-9a35-9e50-e2da961e40bb"
"Insensitive Subfolder Search Via Findstr.EXE","low","1f7106cd-f5e2-0696-4238-9f85251a052c"
"Use of W32tm as Timer","high","a2c55c02-a430-f460-3ee3-924318d48700"
"Potential PowerShell Obfuscation Via Reversed Commands","high","98aa5a08-85d3-1d55-d8be-07f7570e76ad"
"Rundll32 Registered COM Objects","high","a405c36d-82ac-5145-4a6a-8451f4ed7205"
"Bypass UAC via Fodhelper.exe","high","274285c4-15a3-9ee1-1a76-fa05fa2b17e1"
"Use of Pcalua For Execution","medium","850febcc-7dad-d3e9-05e3-1c69b3ba2db3"
"Explorer NOUACCHECK Flag","high","b408292c-4fa0-410a-a192-4228c81af02e"
"Potential LSASS Process Dump Via Procdump","high","16b983b0-2a6e-197e-d708-3468b8785eb6"
"Powershell Base64 Encoded MpPreference Cmdlet","high","8d302e8b-d95c-0027-59e0-a3c179726623"
"New Process Created Via Wmic.EXE","medium","cac49200-88c2-7917-c315-8a2e0981b42a"
"Node Process Executions","medium","74925938-de32-0417-5a62-b63a5d0dd01a"
"Use of Scriptrunner.exe","medium","33de75b5-e77d-234d-db45-228cb5921cdd"
"Operator Bloopers Cobalt Strike Modules","high","c7a2ef80-f915-79f0-1ce3-bf61d570a990"
"New Service Creation Using PowerShell","low","97bbdb27-032d-af8b-7a1a-2e826f3f9b02"
"Run PowerShell Script from Redirected Input Stream","high","112d0b77-1699-f5e9-45f6-7e80e17de0a0"
"Pubprn.vbs Proxy Execution","medium","b176b53d-4619-d65f-baf1-b3a4f1ec0b12"
"Abused Debug Privilege by Arbitrary Parent Processes","high","4411c966-d5e0-1715-f458-2221d89b7eee"
"Scheduled Task Creation Via Schtasks.EXE","low","c7b9e6e8-4212-b14e-b622-503d7c760107"
"Potential Unquoted Service Path Reconnaissance Via Wmic.EXE","medium","e90d5723-9e13-61f4-569b-d8b4ac050c09"
"Dism Remove Online Package","medium","aab62ba9-1795-b6b5-47f8-75e49b89b59d"
"Webshell Detection With Command Line Keywords","high","b89edd67-19bc-8e17-7967-2c47614dadee"
"Suspicious File Download From IP Via Wget.EXE - Paths","high","2c2fe733-6ef3-9d44-210c-fb4011ee1944"
"HackTool - SecurityXploded Execution","critical","0cb1943b-75df-d254-4a36-58c1dc6a3f97"
"Uncommon Child Process Of Setres.EXE","high","722c7611-6b69-b8f2-4972-c405ba40d9a7"
"LSASS Dump Keyword In CommandLine","high","48e84a4f-20a1-de9f-6a28-37b0494dedfc"
"Potential Download/Upload Activity Using Type Command","medium","68ab3429-7cf4-3d41-5a38-9474fcad4f66"
"Raccine Uninstall","high","974ebcbe-549c-386f-ffce-c5c6e2fbe2d8"
"WMI Persistence - Script Event Consumer","medium","87226774-feb7-cb9f-bb57-e19cc4fbfb1a"
"Potential Suspicious Browser Launch From Document Reader Process","medium","d0de4ba1-77ce-d47b-23ee-62cdcbc849a6"
"Port Forwarding Activity Via SSH.EXE","medium","9f52bf0b-cd07-33a3-f9c1-6cf08889812a"
"Write Protect For Storage Disabled","medium","5cf7d531-3e77-6eb0-d0e7-497c9a6520f2"
"IIS Native-Code Module Command Line Installation","medium","144c93b7-e660-277e-cd3c-0141893803ea"
"File Download Using ProtocolHandler.exe","medium","40508368-741e-4fc4-bc48-e76128b330d2"
"Suspicious CustomShellHost Execution","medium","5f438a3c-3bd7-d256-61ad-9ae6334543ec"
"Loaded Module Enumeration Via Tasklist.EXE","medium","0f054564-5b4b-f7e3-ffa7-a1afda6c3715"
"Suspicious ScreenSave Change by Reg.exe","medium","d7156c2d-f3d8-5088-3d92-b5b7ee49cb65"
"SafeBoot Registry Key Deleted Via Reg.EXE","high","9069f74a-131e-643b-86fc-0f23d29805d7"
"WSL Child Process Anomaly","medium","481a16ec-1b88-6a7a-78b7-eedff1d69951"
"Potential AMSI Bypass Using NULL Bits","medium","9b9bf6cd-1e4c-25a1-5857-4e6793b53d32"
"PUA - AdvancedRun Suspicious Execution","high","a407b6c9-ae1a-6fb2-a44d-24de12a2e2f7"
"UtilityFunctions.ps1 Proxy Dll","medium","e158c0fd-66a1-71d4-8c4c-0728569ed574"
"Stop Windows Service Via Net.EXE","low","a0d8ce28-b409-13a0-c884-65166e1aa672"
"PUA - CleanWipe Execution","high","3e89a33f-127c-1329-d332-0d836db05ad7"
"COM Object Execution via Xwizard.EXE","medium","9229b93f-725b-ba48-a5e2-fd3ba4c5751b"
"Use of OpenConsole","medium","94528740-76e2-5bfd-e3d5-a6fc1aea5bcd"
"Potentially Suspicious Event Viewer Child Process","high","be9b6aa2-633a-7833-43a7-f807dc2aa023"
